name,position,player_url,age,minutes,transfer,transfer_url,height,foot,birthplace,main_pos,2nd_pos,3rd_pos,club,club_url
Josh Neufville,Attack,https://www.transfermarkt.co.uk/josh-neufville/profil/spieler/543093,23.0,1486,Unknown,,1.83,right,Luton,Right Winger,Centre-Forward,Left Winger,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Omar Bugiel,Attack,https://www.transfermarkt.co.uk/omar-bugiel/profil/spieler/487847,30.0,1355,Unknown,,1.85,right,Berlin,Centre-Forward,,,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Joe Pigott,Attack,https://www.transfermarkt.co.uk/joe-pigott/profil/spieler/251831,31.0,900,"On loan from Leyton Orient until May 31, 2025",https://www.transfermarkt.co.uk/leyton-orient/kadernaechstesaison/verein/1150/saison_id/2024,1.87,right,Maidstone,Centre-Forward,,,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Matty Stevens,Attack,https://www.transfermarkt.co.uk/matty-stevens/profil/spieler/339023,26.0,1317,Joined from Forest Green Rovers ,https://www.transfermarkt.co.uk/forest-green-rovers/startseite/verein/3455/saison_id/2024,1.8,right,Guildford,Centre-Forward,,,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Aron Sasu,Attack,https://www.transfermarkt.co.uk/aron-sasu/profil/spieler/874429,19.0,58,Unknown,,1.85,right,London,Left Winger,Left Midfield,Centre-Forward,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Josh Kelly,Attack,https://www.transfermarkt.co.uk/josh-kelly/profil/spieler/526852,25.0,528,Unknown,,1.75,Unknown,Windsor,Centre-Forward,Second Striker,Right Winger,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Ryan McLean,Attack,https://www.transfermarkt.co.uk/ryan-mclean/profil/spieler/924720,24.0,0,Unknown,,,right,Unknown,Left Winger,Right Winger,,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Paris Lock,Attack,https://www.transfermarkt.co.uk/paris-lock/profil/spieler/874430,20.0,61,Returned after loan spell with Braintree Town,https://www.transfermarkt.co.uk/braintree-town/startseite/verein/6340/saison_id/2024,,Unknown,London,Centre-Forward,Left Winger,Right Winger,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Reuben Amissah,Attack,https://www.transfermarkt.co.uk/reuben-amissah/profil/spieler/1089040,,0,Unknown,,,Unknown,London,Unknown,,,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Ed Leach,Attack,https://www.transfermarkt.co.uk/ed-leach/profil/spieler/1108567,17.0,0,Unknown,,,right,Unknown,Right Winger,Left Winger,Centre-Forward,AFC Wimbledon,https://www.transfermarkt.co.uk/afc-wimbledon/leistungsdaten/verein/3884
Oliver Webber,Goalkeeper,https://www.transfermarkt.co.uk/oliver-webber/profil/spieler/324513,24.0,90,Joined from Glentoran FC,https://www.transfermarkt.co.uk/glentoran-fc/startseite/verein/9026/saison_id/2024,,right,Portsmouth,Goalkeeper,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Will Jääskeläinen,Goalkeeper,https://www.transfermarkt.co.uk/will-jaaskelainen/profil/spieler/328651,26.0,1710,Unknown,,1.83,right,Bolton,Goalkeeper,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Adam Chicksen,Defender,https://www.transfermarkt.co.uk/adam-chicksen/profil/spieler/67214,33.0,711,"On loan from Notts County until Jan 1, 2025",https://www.transfermarkt.co.uk/notts-county/kadernaechstesaison/verein/1045/saison_id/2024,1.73,left,Milton Keynes,Left-Back,Right-Back,Centre-Back,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Jacob Jones,Defender,https://www.transfermarkt.co.uk/jacob-jones/profil/spieler/564873,23.0,261,Joined from Cove Rangers FC,https://www.transfermarkt.co.uk/cove-rangers-fc/startseite/verein/8933/saison_id/2024,1.67,left,Unknown,Left-Back,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Cian Harries,Defender,https://www.transfermarkt.co.uk/cian-harries/profil/spieler/319300,27.0,1575,Joined from Aldershot Town,https://www.transfermarkt.co.uk/aldershot-town/startseite/verein/3717/saison_id/2024,1.85,left,Birmingham,Centre-Back,Defensive Midfield,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Timi Odusina,Defender,https://www.transfermarkt.co.uk/timi-odusina/profil/spieler/424878,25.0,683,Joined from Bradford City,https://www.transfermarkt.co.uk/bradford-city/startseite/verein/1027/saison_id/2024,1.86,right,London,Centre-Back,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Tunji Akinola,Defender,https://www.transfermarkt.co.uk/tunji-akinola/profil/spieler/347212,26.0,1254,Unknown,,1.87,right,London,Centre-Back,Left-Back,Right-Back,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Dion Kelly-Evans,Defender,https://www.transfermarkt.co.uk/dion-kelly-evans/profil/spieler/347238,28.0,679,Unknown,,1.77,right,Coventry,Right-Back,Right Midfield,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Max Dyche,Defender,https://www.transfermarkt.co.uk/max-dyche/profil/spieler/816002,21.0,1689,"On loan from Northampton Town until May 31, 2025",https://www.transfermarkt.co.uk/northampton-town/kadernaechstesaison/verein/1302/saison_id/2024,,Unknown,Northampton,Centre-Back,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Dan Moss,Defender,https://www.transfermarkt.co.uk/dan-moss/profil/spieler/725701,24.0,1623,Unknown,,1.87,right,Worcestershire,Right-Back,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Ben Wynter,Defender,https://www.transfermarkt.co.uk/ben-wynter/profil/spieler/464738,26.0,450,Joined from Barnet FC,https://www.transfermarkt.co.uk/barnet-fc/startseite/verein/2804/saison_id/2024,1.85,right,Unknown,Right-Back,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Jamie Andrews,Midfield,https://www.transfermarkt.co.uk/jamie-andrews/profil/spieler/712102,22.0,1544,Joined from West Bromwich Albion U21,https://www.transfermarkt.co.uk/west-bromwich-albion-u21/startseite/verein/29990/saison_id/2024,1.85,left,Solihull,Central Midfield,Attacking Midfield,Defensive Midfield,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Harry Beautyman,Midfield,https://www.transfermarkt.co.uk/harry-beautyman/profil/spieler/130752,32.0,1089,Joined from Sutton United,https://www.transfermarkt.co.uk/sutton-united/startseite/verein/3052/saison_id/2024,1.78,right,London,Central Midfield,Right Midfield,Left Midfield,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Dale Gorman,Midfield,https://www.transfermarkt.co.uk/dale-gorman/profil/spieler/248578,28.0,1320,Joined from Barnet FC,https://www.transfermarkt.co.uk/barnet-fc/startseite/verein/2804/saison_id/2024,1.8,right,Letterkenny,Central Midfield,Right Midfield,Left Midfield,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Alan Judge,Midfield,https://www.transfermarkt.co.uk/alan-judge/profil/spieler/42249,36.0,42,Joined from Without Club,https://www.transfermarkt.co.uk/without-club/startseite/verein/515/saison_id/2024,1.68,right,Dublin,Central Midfield,Attacking Midfield,Left Midfield,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Jermaine Anderson,Midfield,https://www.transfermarkt.co.uk/jermaine-anderson/profil/spieler/250331,28.0,406,Unknown,,1.88,right,London,Central Midfield,Defensive Midfield,Right Midfield,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Rohan Ince,Midfield,https://www.transfermarkt.co.uk/rohan-ince/profil/spieler/141568,32.0,0,Unknown,,1.94,right,London,Defensive Midfield,Centre-Back,Central Midfield,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Josh Smith,Midfield,https://www.transfermarkt.co.uk/josh-smith/profil/spieler/874067,20.0,9,Returned after loan spell with Matlock Town,https://www.transfermarkt.co.uk/matlock-town/startseite/verein/16040/saison_id/2024,1.8,right,Frimley,Attacking Midfield,Central Midfield,Left Midfield,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Matt Ward,Midfield,https://www.transfermarkt.co.uk/matt-ward/profil/spieler/920194,21.0,755,Joined from Ipswich Town U21,https://www.transfermarkt.co.uk/ipswich-town-u21/startseite/verein/26117/saison_id/2024,1.78,right,Unknown,Right Midfield,Attacking Midfield,Centre-Forward,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Raheem Conte,Midfield,https://www.transfermarkt.co.uk/raheem-conte/profil/spieler/683858,22.0,622,"On loan from Cardiff City U21 until May 31, 2025",https://www.transfermarkt.co.uk/cardiff-city-u21/kadernaechstesaison/verein/29793/saison_id/2024,,Unknown,Unknown,Central Midfield,Defensive Midfield,Attacking Midfield,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Jack Stretton,Attack,https://www.transfermarkt.co.uk/jack-stretton/profil/spieler/530782,23.0,217,"On loan from Stockport County until Dec 1, 2024",https://www.transfermarkt.co.uk/stockport-county/kadernaechstesaison/verein/1098/saison_id/2024,1.83,Unknown,Burton-upon-Trent,Centre-Forward,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Deon Moore,Attack,https://www.transfermarkt.co.uk/deon-moore/profil/spieler/457132,25.0,551,Joined from Sutton United,https://www.transfermarkt.co.uk/sutton-united/startseite/verein/3052/saison_id/2024,1.79,right,London,Centre-Forward,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Charley Kendall,Attack,https://www.transfermarkt.co.uk/charley-kendall/profil/spieler/837207,23.0,786,Unknown,,1.8,right,Eastbourne,Centre-Forward,,,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Lewis Walker,Attack,https://www.transfermarkt.co.uk/lewis-walker/profil/spieler/430801,25.0,814,Unknown,,1.83,Unknown,Unknown,Centre-Forward,Left Winger,Right Winger,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Dennon Lewis,Attack,https://www.transfermarkt.co.uk/dennon-lewis/profil/spieler/451304,27.0,414,Unknown,,1.78,Unknown,London,Left Winger,Right Winger,Attacking Midfield,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Tom Leahy,Attack,https://www.transfermarkt.co.uk/tom-leahy/profil/spieler/854777,20.0,400,"On loan from Millwall FC U21 until Jan 1, 2025",https://www.transfermarkt.co.uk/millwall-fc-u21/kadernaechstesaison/verein/39339/saison_id/2024,1.81,both,Croydon,Centre-Forward,Left Winger,Right Winger,Woking FC,https://www.transfermarkt.co.uk/fc-woking/leistungsdaten/verein/2796
Jack Sims,Goalkeeper,https://www.transfermarkt.co.uk/jack-sims/profil/spieler/606969,25.0,450,Joined from Braintree Town,https://www.transfermarkt.co.uk/braintree-town/startseite/verein/6340/saison_id/2024,1.83,right,Southend-on-Sea,Goalkeeper,,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Steve Arnold,Goalkeeper,https://www.transfermarkt.co.uk/steve-arnold/profil/spieler/22206,35.0,1260,Unknown,,1.85,right,Welham Green,Goalkeeper,,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Matt Kerbey,Goalkeeper,https://www.transfermarkt.co.uk/matt-kerbey/profil/spieler/1239114,22.0,0,Returned after loan spell with Dartford FC,https://www.transfermarkt.co.uk/dartford-fc/startseite/verein/4074/saison_id/2024,,Unknown,Unknown,Goalkeeper,,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Charlie Waller,Defender,https://www.transfermarkt.co.uk/charlie-waller/profil/spieler/874447,19.0,1451,"On loan from Milton Keynes Dons until Jan 1, 2025",https://www.transfermarkt.co.uk/milton-keynes-dons/kadernaechstesaison/verein/991/saison_id/2024,,left,Unknown,Centre-Back,Left-Back,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Tyler French,Defender,https://www.transfermarkt.co.uk/tyler-french/profil/spieler/676307,25.0,1571,Joined from Dundee FC,https://www.transfermarkt.co.uk/dundee-fc/startseite/verein/511/saison_id/2024,1.86,right,Bury St. Edmunds,Centre-Back,Right-Back,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Harry Ransom,Defender,https://www.transfermarkt.co.uk/harry-ransom/profil/spieler/820702,25.0,615,Joined from Crawley Town,https://www.transfermarkt.co.uk/crawley-town/startseite/verein/3537/saison_id/2024,1.9,both,Uckfield,Centre-Back,Defensive Midfield,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Hayden Muller,Defender,https://www.transfermarkt.co.uk/hayden-muller/profil/spieler/746095,22.0,685,Joined from Dundalk FC,https://www.transfermarkt.co.uk/dundalk-fc/startseite/verein/6066/saison_id/2024,1.93,right,Croydon,Centre-Back,Right-Back,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Ryan Jackson,Defender,https://www.transfermarkt.co.uk/ryan-jackson/profil/spieler/169627,34.0,577,Unknown,,1.75,right,London,Right-Back,Right Midfield,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Alex Kirk,Defender,https://www.transfermarkt.co.uk/alex-kirk/profil/spieler/586980,22.0,572,Joined from Without Club,https://www.transfermarkt.co.uk/without-club/startseite/verein/515/saison_id/2024,1.9,right,Stevenage,Centre-Back,,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Julian Junior Alexander Eccleston,Defender,https://www.transfermarkt.co.uk/julian-junior-alexander-eccleston/profil/spieler/1322747,17.0,45,Unknown,,,Unknown,Unknown,Centre-Back,,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Edwin Agbaje,Defender,https://www.transfermarkt.co.uk/edwin-agbaje/profil/spieler/648044,20.0,45,"On loan from Ipswich Town U21 until Jan 1, 2025",https://www.transfermarkt.co.uk/ipswich-town-u21/kadernaechstesaison/verein/26117/saison_id/2024,,right,Edenderry,Right-Back,Right Midfield,Right Winger,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Chinwike Okoli,Defender,https://www.transfermarkt.co.uk/chinwike-okoli/profil/spieler/746105,21.0,567,"On loan from Millwall FC U21 until Jan 7, 2025",https://www.transfermarkt.co.uk/millwall-fc-u21/kadernaechstesaison/verein/39339/saison_id/2024,1.9,both,Unknown,Centre-Back,,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Eduino Vaz,Defender,https://www.transfermarkt.co.uk/eduino-vaz/profil/spieler/972879,20.0,783,Joined from Aveley FC,https://www.transfermarkt.co.uk/aveley-fc/startseite/verein/26658/saison_id/2024,1.9,left,Unknown,Left-Back,Left Midfield,Left Winger,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Besart Topalloj,Defender,https://www.transfermarkt.co.uk/besart-topalloj/profil/spieler/747562,23.0,555,Unknown,,,left,London,Left-Back,Centre-Back,Defensive Midfield,Bromley FC,https://www.transfermarkt.co.uk/fc-bromley/leistungsdaten/verein/8981
Jack Wadham,Midfield,https://www.transfermarkt.co.uk/jack-wadham/profil/spieler/733434,21.0,475,On loan from Sutton United,https://www.transfermarkt.co.uk/sutton-united/startseite/verein/3052/saison_id/2024,1.83,Unknown,Unknown,Unknown,,,Worthing FC,https://www.transfermarkt.co.uk/worthing-fc/leistungsdaten/verein/8123
Josh Coley,Midfield,https://www.transfermarkt.co.uk/josh-coley/profil/spieler/607522,26.0,1269,Unknown,,1.77,right,Stevenage,Right Midfield,Left Midfield,Attacking Midfield,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Lewis Simper,Midfield,https://www.transfermarkt.co.uk/lewis-simper/profil/spieler/727289,23.0,1137,Joined from Cambridge United,https://www.transfermarkt.co.uk/cambridge-united/startseite/verein/986/saison_id/2024,1.81,right,Unknown,Central Midfield,,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Jeremy Sivi,Midfield,https://www.transfermarkt.co.uk/jeremy-sivi/profil/spieler/890938,22.0,806,Joined from Middlesbrough FC U21,https://www.transfermarkt.co.uk/middlesbrough-fc-u21/startseite/verein/9256/saison_id/2024,1.9,right,London,Right Midfield,Left Midfield,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Jayden Harris,Midfield,https://www.transfermarkt.co.uk/jayden-harris/profil/spieler/460154,25.0,1381,Joined from Carlisle United,https://www.transfermarkt.co.uk/carlisle-united/startseite/verein/1220/saison_id/2024,1.87,Unknown,London,Central Midfield,Attacking Midfield,Defensive Midfield,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Siju Odelusi,Midfield,https://www.transfermarkt.co.uk/siju-odelusi/profil/spieler/1165669,26.0,892,Joined from Aveley FC,https://www.transfermarkt.co.uk/aveley-fc/startseite/verein/26658/saison_id/2024,1.73,right,London,Right Midfield,Central Midfield,Defensive Midfield,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Finley Barbrook,Midfield,https://www.transfermarkt.co.uk/finley-barbrook/profil/spieler/883152,19.0,1224,"On loan from Ipswich Town U21 until May 31, 2025",https://www.transfermarkt.co.uk/ipswich-town-u21/kadernaechstesaison/verein/26117/saison_id/2024,,right,Unknown,Defensive Midfield,Central Midfield,Centre-Back,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Ashley Nadesan,Attack,https://www.transfermarkt.co.uk/ashley-nadesan/profil/spieler/435752,30.0,1049,"On loan from Gillingham FC until May 31, 2025",https://www.transfermarkt.co.uk/gillingham-fc/kadernaechstesaison/verein/2814/saison_id/2024,1.88,Unknown,Redhill,Centre-Forward,,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Dillon De Silva,Attack,https://www.transfermarkt.co.uk/dillon-de-silva/profil/spieler/683855,22.0,184,Joined from Wealdstone FC,https://www.transfermarkt.co.uk/wealdstone-fc/startseite/verein/4117/saison_id/2024,1.76,right,London,Left Winger,Right Winger,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
Will Davies,Attack,https://www.transfermarkt.co.uk/will-davies/profil/spieler/106376,25.0,1531,Joined from York City,https://www.transfermarkt.co.uk/york-city/startseite/verein/1252/saison_id/2024,1.86,right,Ipswich,Centre-Forward,,,Sutton United,https://www.transfermarkt.co.uk/sutton-united/leistungsdaten/verein/3052
